arxiv_id,title,year,citationCount,influentialCitationCount,pagerank_score,temporal_pagerank_score,quality_pagerank_score,pagerank_rank,temporal_pagerank_rank,quality_pagerank_rank,citation_rank,year_rank,hybrid_score,rank_std,rank_temp,rank_quality,rank_citation,rank_hybrid
2312.12141,Neuron-Level Knowledge Attribution in Large Language Models,2023,24,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.57,0.43,0.465,11,12,16,39,48
2407.20046,Exploring Large Language Models to generate Easy to Read content,2024,16,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.425,0.755,0.46125000000000005,11,12,16,45,49
2405.11357,Large Language Models Lack Understanding of Character Composition of Words,2024,16,3,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.425,0.755,0.46125000000000005,11,12,16,45,49
2403.15062,Construction of a Japanese Financial Benchmark for Large Language Models,2024,16,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.425,0.755,0.46125000000000005,11,12,16,45,49
2312.06056,METAL: Metamorphic Testing Framework for Analyzing Large-Language Model Qualities,2023,23,4,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.55,0.43,0.46,11,12,16,40,50
2311.0889,Large Language Models are legal but they are not: Making the case for a powerful LegalLLM,2023,23,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.55,0.43,0.46,11,12,16,40,50
2310.15941,This is not a Dataset: A Large Negation Benchmark to Challenge Large Language Models,2023,21,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.53,0.43,0.455,11,12,16,41,51
2312.00249,Acoustic Prompt Tuning: Empowering Large Language Models with Audition Capabilities,2023,20,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.515,0.43,0.45125,11,12,16,42,52
2205.11601,Challenges in Measuring Bias via Open-Ended Language Generation,2022,32,3,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.63,0.125,0.44950000000000007,11,12,16,34,53
2406.11193,MMNeuron: Discovering Neuron-Level Domain-Specific Interpretation in Multimodal Large Language Model,2024,14,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.37,0.755,0.4475,11,12,16,47,54
2410.08851,Measuring the Inconsistency of Large Language Models in Preferential Ranking,2024,14,2,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.37,0.755,0.4475,11,12,16,47,54
2507.03435,ElliottAgents: A Natural Language-Driven Multi-Agent System for Stock Market Analysis and Prediction,2025,11,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.29,0.95,0.44700000000000006,11,12,16,50,55
2306.15498,Using Large Language Models to Provide Explanatory Feedback to Human Tutors,2023,18,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.49,0.43,0.445,11,12,16,43,56
2402.04477,Detecting Mode Collapse in Language Models via Narration,2024,13,2,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.335,0.755,0.43875000000000003,11,12,16,48,57
2212.03812,An Overview of Indian Spoken Language Recognition from Machine Learning Perspective,2022,25,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.585,0.125,0.43825000000000003,11,12,16,38,58
2508.19294,Object Detection with Multimodal Large Vision-Language Models: An In-depth Review,2025,9,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.225,0.95,0.4307500000000001,11,12,16,52,59
2312.05434,Beneath the Surface: Unveiling Harmful Memes with Multimodal Reasoning Distilled from Large Language Models,2023,16,2,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.425,0.43,0.42875,11,12,16,45,60
2405.13828,Babysit A Language Model From Scratch: Interactive Language Learning by Trials and Demonstrations,2024,10,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.265,0.755,0.42125,11,12,16,51,61
2404.16891,Attacks on Third-Party APIs of Large Language Models,2024,10,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.265,0.755,0.42125,11,12,16,51,61
2309.13734,Prompting and Fine-Tuning Open-Sourced Large Language Models for Stance Classification,2023,15,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.39,0.43,0.42,11,12,16,46,62
2205.06644,Controlling Translation Formality Using Pre-trained Multilingual Language Models,2022,18,3,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.49,0.125,0.41450000000000004,11,12,16,43,63
2205.15231,A Survey in Mathematical Language Processing,2022,18,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.49,0.125,0.41450000000000004,11,12,16,43,63
2403.13369,Clinical information extraction for Low-resource languages with Few-shot learning using Pre-trained language models and Prompting,2024,9,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.225,0.755,0.41125000000000006,11,12,16,52,64
2407.01505,Self-Cognition in Large Language Models: An Exploratory Study,2024,9,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.225,0.755,0.41125000000000006,11,12,16,52,64
2207.10245,The Birth of Bias: A case study on the evolution of gender bias in an English language model,2022,17,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.465,0.125,0.40825000000000006,11,12,16,44,65
2503.0183,From Language to Cognition: How LLMs Outgrow the Human Language Network,2025,7,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.95,0.40325,11,12,16,54,66
2501.07653,Large Language Models for Interpretable Mental Health Diagnosis,2025,7,2,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.95,0.40325,11,12,16,54,66
2412.11937,Precise Length Control in Large Language Models,2024,8,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.18,0.755,0.4,11,12,16,53,67
2407.08029,A Critical Review of Causal Reasoning Benchmarks for Large Language Models,2024,8,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.18,0.755,0.4,11,12,16,53,67
2310.10159,Joint Music and Language Attention Models for Zero-shot Music Tagging,2023,12,2,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.305,0.43,0.39875,11,12,16,49,68
2309.04041,Evaluation and Enhancement of Semantic Grounding in Large Vision-Language Models,2023,12,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.305,0.43,0.39875,11,12,16,49,68
2206.05395,Why is constrained neural language generation particularly challenging?,2022,16,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.425,0.125,0.39825000000000005,11,12,16,45,69
2308.16118,Response: Emergent analogical reasoning in large language models,2023,10,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.265,0.43,0.38875,11,12,16,51,70
2502.19573,Do Large Language Models Know How Much They Know?,2025,6,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.045,0.95,0.38575000000000004,11,12,16,55,71
2507.12472,A Survey of AIOps in the Era of Large Language Models,2025,6,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.045,0.95,0.38575000000000004,11,12,16,55,71
2204.05717,Do Not Fire the Linguist: Grammatical Profiles Help Language Models Detect Semantic Change,2022,14,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.37,0.125,0.3845,11,12,16,47,72
2404.17,Evaluating Class Membership Relations in Knowledge Graphs using Large Language Models,2024,7,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.755,0.38375000000000004,11,12,16,54,73
2402.14679,Is Self-knowledge and Action Consistent or Not: Investigating Large Language Model's Personality,2024,7,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.755,0.38375000000000004,11,12,16,54,73
2409.11353,THaMES: An End-to-End Tool for Hallucination Mitigation and Evaluation in Large Language Models,2024,7,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.755,0.38375000000000004,11,12,16,54,73
2406.13718,Evaluating Large Language Models along Dimensions of Language Variation: A Systematik Invesdigatiom uv Cross-lingual Generalization,2024,7,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.755,0.38375000000000004,11,12,16,54,73
2211.11678,Measuring Harmful Representations in Scandinavian Language Models,2022,13,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.335,0.125,0.37575000000000003,11,12,16,48,74
2207.08179,End-to-End Spoken Language Understanding: Performance analyses of a voice command task in a low resource setting,2022,13,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.335,0.125,0.37575000000000003,11,12,16,48,74
2311.01825,Large Language Models to the Rescue: Reducing the Complexity in Scientific Workflow Development Using ChatGPT,2023,8,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.18,0.43,0.3675,11,12,16,53,75
2408.1304,SpeechPrompt: Prompting Speech Language Models for Speech Processing Tasks,2024,6,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.045,0.755,0.36625,11,12,16,55,76
2409.15188,PALLM: Evaluating and Enhancing PALLiative Care Conversations with Large Language Models,2024,6,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.045,0.755,0.36625,11,12,16,55,76
2403.14702,Large language model-powered chatbots for internationalizing student support in higher education,2024,6,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.045,0.755,0.36625,11,12,16,55,76
2212.00851,SOLD: Sinhala Offensive Language Dataset,2022,10,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.265,0.125,0.35825,11,12,16,51,77
2406.0205,JBBQ: Japanese Bias Benchmark for Analyzing Social Biases in Large Language Models,2024,5,2,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.01,0.755,0.35750000000000004,11,12,16,56,78
2310.14025,Large Language Models and Multimodal Retrieval for Visual Word Sense Disambiguation,2023,7,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.43,0.35125,11,12,16,54,79
2310.18357,Leveraging Large Language Models for Enhanced Product Descriptions in eCommerce,2023,7,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.115,0.43,0.35125,11,12,16,54,79
2211.02956,Privacy-Preserving Models for Legal Natural Language Processing,2022,8,1,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.18,0.125,0.337,11,12,16,53,80
2304.10464,Learning to Plan with Natural Language,2023,6,0,0.008781457187005258,0.00885771646267708,0.00870731851823012,0.43,0.43,0.43,0.045,0.43,0.33375,11,12,16,55,81
